"simAlpha","fitAlpha","simBeta","fitBeta","BIC"
0.75,0.0658294621389359,20,10,179.779316634588
1,0.94513749750331,1,1.48055711195902,258.534557337586
1,0.62423409963958,5.75,5.06250091320944,163.935906656956
1,0.127492109546438,10.5,8.90364409218376,167.82350449978
1,0.596179093234241,15.25,10,74.4536255898853
1,0.0593989703338593,20,10,181.380134289006
0,0.986509202513844,1,1,271.489493633596
0,0.811791752930731,5.75,5.6262385518251,106.786184872197
0,0.706303221872076,10.5,9.43413744118632,187.840595504767
0,0.369760789442807,15.25,10,171.583916872849
0,0.395125425886363,20,10,154.655948015189
0.25,0.546873644925654,1,1,268.105542466833
0.25,0.960312046576291,5.75,10,174.923320295613
0.25,0.753083674469963,10.5,10,124.410308980052
0.25,0.0789360308554024,15.25,10,148.93722606614
0.25,0.683186216978356,20,10,222.193172350212
0.5,0.745400017127395,1,1.3015703691092,255.653298304558
0.5,0.214128009043634,5.75,7.71840548785174,196.817489089856
0.5,0.289476684527472,10.5,6.49527714044932,104.430292090747
0.5,0.194605444790795,15.25,10,107.84672028073
0.5,0.424307249253616,20,10,170.282114699187
0.75,0.824930688133463,1,1.06890365690288,261.848070475579
0.75,0.341355815064162,5.75,4.83597119506087,228.74434812518
0.75,0.458184746094048,10.5,10,40.1471792544045
0.75,0.813323969719931,15.25,10,190.438224380113
0.75,0.233238850254565,20,10,38.4419046118126
1,0.188912795158103,1,1.10116127287358,261.237556437481
1,0.744503226829693,5.75,6.3191444369071,180.523473053987
1,0.0780726824887097,10.5,10,153.674769676463
1,0.183156815590337,15.25,10,186.568876242723
1,0.881617051083595,20,10,202.727885919433
0,0.922663295408711,1,1,266.608735347137
0,0.770774756558239,5.75,5.02054553198646,191.048964922105
0,0.94626649399288,10.5,8.29247199315423,178.075766333992
0,0.206741622416303,15.25,10,170.58650557829
0,0.0175789589993656,20,10,166.523373318955
0.25,0.925809387117624,1,1,272.352017620164
0.25,0.747277269838378,5.75,6.36847294276413,156.558285195118
0.25,0.55076460307464,10.5,9.28571098818027,215.18976937419
0.25,0.916677421890199,15.25,10,131.868901373681
0.25,0.657658320385963,20,10,82.0261990666276
0.5,0.0771454682108015,1,1.37020114283016,267.090642434659
0.5,0.587732891784981,5.75,10,216.133483790815
0.5,0.933140387991443,10.5,10,60.3345849613167
0.5,0.364658201113343,15.25,9.7803720520504,143.978096414047
0.5,0.868306474527344,20,10,119.955747550624
0.75,0.566391208907589,1,1,275.067029528969
0.75,0.461182399885729,5.75,10,47.0992807565128
0.75,0.877705584513023,10.5,10,165.723669452505
0.75,0.371661264449358,15.25,10,130.329560005398
0.75,0.614762297365814,20,10,78.681110498117
1,0.723885771585628,1,1.36411170902009,254.127645767528
1,0.533956196391955,5.75,6.01268835908124,223.204108202242
1,0.0511901343706995,10.5,10,142.771883859972
1,0.646695354720578,15.25,10,183.625103356066
1,0.666363386670128,20,10,148.437335160541
